Region,City,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Payment Mode,Year,Month,Sales_log
West,Goa,Kitchen,Refrigerator,4,19693,5,74833.4,Credit Card,2023,11,11.2230329512923
South,Thiruvananthapuram,Beauty,Foundation,2,23853,10,42935.4,Debit Card,2024,11,10.66747523000481
South,Hyderabad,Electronics,Laptop,1,12992,0,12992.0,Debit Card,2025,8,9.472166029882736
South,Hyderabad,Electronics,Laptop,3,45498,5,129669.3,Credit Card,2024,12,11.772750354105458
South,Chennai,Furniture,Chair,1,49660,20,39728.0,UPI,2024,7,10.589836678595073
West,Mumbai,Groceries,Oil,5,2075,0,10375.0,Net Banking,2025,1,9.24725072599628
West,Surat,Electronics,Mobile,2,62102,5,117993.8,UPI,2025,2,11.678395834680178
South,Hyderabad,Kitchen,Mixer Grinder,5,20484,20,81936.0,Net Banking,2025,10,11.313705938275385
South,Bangalore,Clothing,Women's Wear,5,69730,0,348650.0,COD,2023,12,12.76182670085098
North,Jaipur,Electronics,Headphones,5,60594,15,257524.5,Net Banking,2024,10,12.45887402330908
East,Bhubaneswar,Books,Fiction,2,69813,0,139626.0,Debit Card,2024,8,11.846729860351276
South,Thiruvananthapuram,Groceries,Oil,1,26778,0,26778.0,Credit Card,2024,8,10.195373277248482
East,Ranchi,Books,Non-Fiction,2,55708,10,100274.4,COD,2024,1,11.515675679660465
North,Jaipur,Kitchen,Cookware Set,4,73656,5,279892.8,Net Banking,2024,12,12.542165524490082
West,Goa,Electronics,Laptop,5,73283,10,329773.5,Net Banking,2024,5,12.706164366530693
North,Amritsar,Home Decor,Lamp,1,79898,20,63918.4,Net Banking,2025,6,11.065378193662683
South,Hyderabad,Clothing,Shoes,4,51973,5,197497.4,Debit Card,2024,6,12.193485762024675
South,Coimbatore,Groceries,Sugar,5,32801,20,131204.0,Credit Card,2024,11,11.784516264522065
West,Mumbai,Electronics,Headphones,1,20852,20,16681.6,Debit Card,2024,11,9.722121539065206
East,Ranchi,Electronics,Laptop,5,1585,15,6736.25,Net Banking,2025,5,8.815407108777425
West,Pune,Home Decor,Cushion,3,6588,10,17787.6,COD,2023,11,9.786313081666625
South,Chennai,Kitchen,Mixer Grinder,2,8049,10,14488.2,Credit Card,2025,6,9.58115882330058
North,Delhi,Kitchen,Cookware Set,4,47143,15,160286.2,Credit Card,2024,12,11.984722485128717
East,Kolkata,Home Decor,Wall Art,5,26128,20,104512.0,COD,2024,3,11.557066744563603
South,Hyderabad,Toys,Board Game,5,24751,10,111379.5,Credit Card,2025,9,11.620707546269873
West,Goa,Electronics,Camera,1,35786,20,28628.8,UPI,2024,8,10.262203412388404
North,Amritsar,Kitchen,Mixer Grinder,2,2611,15,4438.7,Net Banking,2024,4,8.398342085575912
North,Delhi,Groceries,Sugar,5,7183,15,30527.75,Debit Card,2024,12,10.326424141556297
West,Pune,Books,Textbook,4,25196,15,85666.4,Debit Card,2024,4,11.358227635483892
West,Mumbai,Clothing,Women's Wear,3,20833,0,62499.0,UPI,2025,1,11.042921835724492
West,Mumbai,Beauty,Lipstick,1,72591,20,58072.8,COD,2024,4,10.96946989448927
North,Delhi,Books,Biography,3,55857,0,167571.0,UPI,2025,7,12.029168388634162
West,Goa,Sports,Yoga Mat,5,31777,0,158885.0,Debit Card,2023,12,11.975942242916398
East,Guwahati,Home Decor,Lamp,4,54451,0,217804.0,COD,2025,7,12.291355446058631
East,Guwahati,Electronics,Headphones,1,51177,5,48618.15,COD,2025,6,10.791772765199811
East,Patna,Electronics,Headphones,2,66910,5,127129.0,COD,2024,3,11.752965463944168
East,Guwahati,Toys,RC Car,3,3152,0,9456.0,Net Banking,2024,1,9.154510487015513
East,Kolkata,Groceries,Spices,2,76370,0,152740.0,Credit Card,2025,2,11.936498955494402
East,Patna,Electronics,Mobile,4,54217,5,206024.6,UPI,2024,3,12.235755711895273
West,Goa,Kitchen,Cookware Set,3,66857,10,180513.9,Debit Card,2023,12,12.10356860182459
North,Chandigarh,Sports,Dumbbells,2,66267,5,125907.3,UPI,2025,1,11.74330914319703
North,Delhi,Toys,RC Car,1,17564,20,14051.2,UPI,2024,10,9.550534246133848
North,Amritsar,Sports,Yoga Mat,5,16165,5,76783.75,Credit Card,2024,9,11.248761331710252
North,Amritsar,Furniture,Sofa,5,27095,15,115153.75,UPI,2024,12,11.654032154940822
North,Amritsar,Home Decor,Wall Art,3,14923,0,44769.0,UPI,2024,5,10.709293551235012
West,Ahmedabad,Beauty,Foundation,2,77254,0,154508.0,UPI,2024,6,11.948007626050515
East,Patna,Home Decor,Vase,4,13446,0,53784.0,UPI,2025,1,10.892749896866105
West,Pune,Beauty,Face Cream,4,79126,0,316504.0,Net Banking,2025,5,12.665094318229894
East,Kolkata,Electronics,Laptop,3,25256,5,71979.6,COD,2025,4,11.184151917247071
East,Bhubaneswar,Furniture,Chair,2,45462,0,90924.0,UPI,2023,12,11.417790269855189
South,Coimbatore,Toys,Board Game,3,50347,10,135936.9,COD,2024,2,11.819953442789547
East,Ranchi,Kitchen,Refrigerator,1,44833,20,35866.4,Net Banking,2024,10,10.487584083929347
East,Bhubaneswar,Sports,Dumbbells,4,17806,5,67662.8,UPI,2025,2,11.122306603926393
East,Patna,Books,Textbook,2,10137,0,20274.0,Net Banking,2024,1,9.917143878983614
South,Chennai,Groceries,Oil,1,47504,15,40378.4,UPI,2024,10,10.606075032915424
West,Goa,Kitchen,Cookware Set,4,5375,0,21500.0,COD,2025,2,9.975854724662028
South,Chennai,Clothing,Kids Wear,4,2812,20,8998.4,Credit Card,2024,9,9.10491318742937
North,Lucknow,Books,Textbook,5,36780,5,174705.0,Debit Card,2024,12,12.070859840123113
East,Patna,Beauty,Face Cream,5,34112,15,144976.0,Credit Card,2025,4,11.884330388131465
East,Guwahati,Groceries,Sugar,4,12902,10,46447.2,COD,2025,8,10.746092992145599
East,Ranchi,Clothing,Men's Wear,4,27510,0,110040.0,Credit Card,2025,8,11.608608302601727
South,Bangalore,Clothing,Kids Wear,1,2577,5,2448.15,COD,2024,1,7.803496304566082
East,Bhubaneswar,Kitchen,Refrigerator,2,3116,10,5608.8,Debit Card,2025,6,8.632270347257357
West,Mumbai,Clothing,Women's Wear,5,76393,15,324670.25,Debit Card,2025,9,12.690568410900038
East,Bhubaneswar,Furniture,Sofa,5,61025,5,289868.75,Debit Card,2023,10,12.57718696313897
West,Ahmedabad,Home Decor,Lamp,3,7146,0,21438.0,UPI,2025,10,9.972966972305931
South,Hyderabad,Kitchen,Mixer Grinder,1,25036,5,23784.2,Debit Card,2024,5,10.07681881749195
North,Chandigarh,Groceries,Rice,5,43938,15,186736.5,Debit Card,2025,6,12.137459166350572
East,Ranchi,Books,Non-Fiction,4,55465,5,210767.0,COD,2024,6,12.25851328146961
East,Bhubaneswar,Books,Non-Fiction,1,20244,5,19231.8,COD,2024,7,9.86437243380756
East,Kolkata,Furniture,Cabinet,2,37235,15,63299.5,Credit Card,2024,10,11.055648506995226
South,Bangalore,Toys,Doll,5,8856,10,39852.0,Net Banking,2024,3,10.592952963693447
East,Kolkata,Sports,Dumbbells,3,603,15,1537.65,Credit Card,2024,3,7.338660687572079
South,Coimbatore,Toys,Doll,5,69388,20,277552.0,Net Banking,2025,8,12.53376718492316
West,Mumbai,Home Decor,Lamp,4,29104,15,98953.6,COD,2025,2,11.502416438075489
North,Delhi,Groceries,Wheat,3,57731,10,155873.7,Debit Card,2024,5,11.9568077583614
North,Jaipur,Beauty,Face Cream,3,65652,0,196956.0,COD,2025,7,12.19074070978319
East,Patna,Sports,Tennis Racket,4,9489,15,32262.6,Net Banking,2024,1,10.381694938757532
South,Bangalore,Toys,Action Figure,3,51658,20,123979.2,Debit Card,2024,11,11.727877154418023
North,Jaipur,Clothing,Accessories,1,30735,0,30735.0,Debit Card,2024,1,10.333189885008338
South,Bangalore,Sports,Tennis Racket,1,52781,0,52781.0,Net Banking,2025,9,10.873925502480729
East,Ranchi,Toys,RC Car,1,71157,5,67599.15,Net Banking,2024,12,11.121365480963505
South,Chennai,Home Decor,Wall Art,1,73569,10,66212.1,Net Banking,2024,7,11.100633607544781
East,Guwahati,Groceries,Oil,3,14832,15,37821.6,Debit Card,2024,4,10.540662086544373
North,Delhi,Kitchen,Juicer,3,21054,15,53687.7,COD,2025,6,10.890957830048414
West,Goa,Furniture,Cabinet,3,41689,15,106306.95,Debit Card,2023,11,11.574095349868433
North,Delhi,Furniture,Bed,3,11373,5,32413.05,Debit Card,2024,8,10.38634724976022
East,Guwahati,Groceries,Spices,2,49143,0,98286.0,UPI,2025,9,11.495647049169955
North,Amritsar,Books,Comics,4,46702,15,158786.8,Debit Card,2024,5,11.975323998647415
East,Kolkata,Furniture,Cabinet,1,7817,0,7817.0,Net Banking,2023,12,8.9641840463529
West,Mumbai,Books,Comics,2,68471,5,130094.9,Credit Card,2024,4,11.776027149784182
South,Bangalore,Home Decor,Clock,2,56197,0,112394.0,COD,2024,6,11.62977473146652
South,Hyderabad,Beauty,Face Cream,3,24154,15,61592.7,Credit Card,2024,6,11.028314871564126
North,Chandigarh,Books,Biography,5,31572,15,134181.0,COD,2024,7,11.806952366356816
West,Goa,Beauty,Foundation,4,17628,5,66986.4,Credit Card,2024,3,11.112259820986168
East,Guwahati,Clothing,Women's Wear,1,9133,0,9133.0,COD,2025,9,9.119758993744945
South,Thiruvananthapuram,Electronics,Headphones,2,21733,5,41292.7,UPI,2024,4,10.628465224940472
North,Delhi,Beauty,Face Cream,2,24898,10,44816.4,Debit Card,2024,1,10.710351735855237
North,Amritsar,Groceries,Wheat,5,70349,20,281396.0,Debit Card,2024,12,12.547521762624786
North,Lucknow,Beauty,Perfume,1,56283,15,47840.55,Credit Card,2024,5,10.775649787765207
West,Ahmedabad,Toys,Action Figure,5,21689,10,97600.5,Credit Card,2025,8,11.488648141135544
South,Coimbatore,Home Decor,Lamp,2,39180,5,74442.0,Net Banking,2023,10,11.217789010857615
East,Kolkata,Electronics,Laptop,2,27455,15,46673.5,COD,2024,12,10.750953255979756
East,Patna,Sports,Dumbbells,3,30228,10,81615.6,COD,2024,10,11.309787951635391
South,Chennai,Beauty,Perfume,2,53451,10,96211.8,COD,2025,4,11.474317683935672
West,Mumbai,Furniture,Bed,4,40921,0,163684.0,Debit Card,2024,6,12.005699128128471
East,Ranchi,Toys,Doll,5,9565,0,47825.0,COD,2024,9,10.775324703655977
South,Hyderabad,Furniture,Bed,1,74395,15,63235.75,Debit Card,2025,7,11.054640898478468
West,Pune,Clothing,Men's Wear,3,15388,20,36931.2,Debit Card,2025,4,10.51683907823581
East,Bhubaneswar,Books,Non-Fiction,3,47729,15,121708.95,Net Banking,2024,10,11.709396034055931
South,Chennai,Beauty,Foundation,1,53022,15,45068.7,UPI,2024,4,10.715965459350137
North,Lucknow,Clothing,Men's Wear,4,36345,10,130842.0,UPI,2024,6,11.781753410157421
West,Mumbai,Clothing,Shoes,3,42121,5,120044.85,UPI,2024,6,11.695629032122268
North,Delhi,Sports,Yoga Mat,1,47219,20,37775.2,Debit Card,2024,11,10.539434553678072
West,Pune,Electronics,Camera,3,13297,10,35901.9,Debit Card,2024,12,10.488573351158136
South,Bangalore,Kitchen,Cookware Set,4,15484,0,61936.0,Credit Card,2023,10,11.033873018385874
West,Surat,Furniture,Bed,2,31835,15,54119.5,Credit Card,2025,1,10.898968320970798
North,Chandigarh,Kitchen,Refrigerator,5,21648,0,108240.0,Credit Card,2024,2,11.592115501530744
South,Hyderabad,Beauty,Lipstick,4,54409,15,184990.6,Net Banking,2024,3,12.1280656976242
South,Thiruvananthapuram,Home Decor,Lamp,1,20244,0,20244.0,UPI,2025,5,9.915663128466262
West,Mumbai,Furniture,Bed,4,49308,10,177508.8,COD,2025,7,12.086781097641127
South,Hyderabad,Sports,Football,1,25617,0,25617.0,Net Banking,2025,9,10.151050508391082
North,Lucknow,Furniture,Sofa,5,61855,10,278347.5,Net Banking,2024,4,12.536629204698265
East,Guwahati,Kitchen,Refrigerator,3,64359,15,164115.45,Credit Card,2024,2,12.008331515807921
West,Surat,Electronics,Mobile,3,10922,0,32766.0,COD,2025,4,10.397177190355384
East,Kolkata,Furniture,Bed,3,57472,20,137932.8,Net Banking,2024,12,11.834529138896691
East,Ranchi,Clothing,Shoes,5,72225,20,288900.0,UPI,2025,4,12.573839347853667
East,Kolkata,Kitchen,Mixer Grinder,4,24330,5,92454.0,Credit Card,2025,1,11.434477318641086
West,Surat,Beauty,Face Cream,5,62839,15,267065.75,UPI,2025,6,12.495253906137593
South,Chennai,Sports,Dumbbells,4,42141,0,168564.0,UPI,2024,8,12.035076711066134
East,Bhubaneswar,Toys,Doll,3,21828,0,65484.0,Net Banking,2024,11,11.089576387763504
West,Ahmedabad,Furniture,Sofa,2,7873,20,12596.8,Debit Card,2024,6,9.441277474520057
West,Mumbai,Home Decor,Clock,2,60191,5,114362.9,Net Banking,2024,3,11.647140748687917
East,Bhubaneswar,Electronics,Headphones,2,78088,20,124940.8,Net Banking,2024,12,11.735603307859101
East,Bhubaneswar,Electronics,Smartwatch,1,43318,0,43318.0,Credit Card,2025,8,10.676346616822633
South,Coimbatore,Books,Fiction,4,7219,0,28876.0,COD,2025,1,10.270800709494713
West,Mumbai,Electronics,Mobile,3,2615,5,7452.75,Credit Card,2024,4,8.916472540437315
West,Ahmedabad,Clothing,Shoes,4,8846,10,31845.6,Credit Card,2023,12,10.368685904909617
East,Bhubaneswar,Clothing,Accessories,3,33572,0,100716.0,Debit Card,2024,6,11.520069882730548
East,Bhubaneswar,Furniture,Table,2,36868,5,70049.2,Debit Card,2025,9,11.156967406864574
West,Ahmedabad,Kitchen,Juicer,3,61549,10,166182.3,Debit Card,2025,2,12.020846675007123
North,Amritsar,Clothing,Men's Wear,4,23872,0,95488.0,UPI,2024,9,11.466766336588648
West,Surat,Books,Fiction,4,50497,15,171689.8,COD,2025,7,12.053450463621239
South,Bangalore,Sports,Yoga Mat,4,4495,20,14384.0,COD,2023,10,9.573941275985648
West,Pune,Electronics,Headphones,1,48140,10,43326.0,Credit Card,2023,10,10.676531276241942
North,Lucknow,Kitchen,Microwave,2,49006,10,88210.8,Debit Card,2024,6,11.387496019894293
South,Chennai,Toys,Action Figure,4,75443,0,301772.0,Debit Card,2025,5,12.617430358093136
West,Goa,Groceries,Rice,3,29047,20,69712.8,Credit Card,2024,8,11.152153568542586
North,Delhi,Electronics,Camera,2,64325,10,115785.0,COD,2025,4,11.659498938712094
East,Patna,Groceries,Sugar,1,29157,0,29157.0,UPI,2025,10,10.280484596664767
East,Bhubaneswar,Furniture,Table,1,7259,0,7259.0,Debit Card,2024,7,8.890135107818843
West,Ahmedabad,Kitchen,Cookware Set,4,12982,20,41542.4,Debit Card,2024,5,10.634493942901086
South,Bangalore,Toys,Doll,1,67075,0,67075.0,Net Banking,2025,3,11.113581583867001
West,Ahmedabad,Books,Comics,4,14927,15,50751.8,Debit Card,2024,2,10.834722067795886
South,Hyderabad,Kitchen,Microwave,3,24052,0,72156.0,Net Banking,2025,9,11.186599579592892
East,Guwahati,Groceries,Rice,3,14592,20,35020.8,Net Banking,2025,4,10.463726003719406
West,Ahmedabad,Toys,Doll,2,21798,20,34876.8,COD,2024,1,10.45960580263921
East,Ranchi,Books,Textbook,2,24487,10,44076.6,Debit Card,2024,2,10.693706995883554
North,Lucknow,Toys,Action Figure,4,30628,20,98009.6,Net Banking,2025,4,11.49283091506879
West,Ahmedabad,Toys,Puzzle,4,65659,0,262636.0,Credit Card,2025,3,12.478528129630797
East,Ranchi,Clothing,Shoes,5,34009,5,161542.75,Debit Card,2023,12,11.992531282791473
East,Ranchi,Electronics,Camera,4,72863,20,233161.6,Credit Card,2024,4,12.35949134323816
East,Ranchi,Furniture,Bed,5,52297,5,248410.75,Net Banking,2025,4,12.422842930660241
North,Jaipur,Clothing,Accessories,3,8589,20,20613.6,COD,2025,1,9.933754841605676
East,Bhubaneswar,Clothing,Women's Wear,1,4555,0,4555.0,Debit Card,2024,9,8.424200324567073
East,Ranchi,Home Decor,Lamp,1,49163,20,39330.4,COD,2024,7,10.579778461029294
East,Guwahati,Electronics,Smartwatch,4,4780,15,16252.0,UPI,2023,12,9.696032786103176
East,Ranchi,Clothing,Women's Wear,2,2967,15,5043.9,UPI,2025,3,8.52613311098571
North,Jaipur,Clothing,Women's Wear,5,29733,10,133798.5,Net Banking,2024,12,11.804097689748506
North,Lucknow,Sports,Dumbbells,1,75470,5,71696.5,COD,2025,3,11.18021115847634
North,Lucknow,Sports,Yoga Mat,2,2280,15,3876.0,Credit Card,2024,6,8.262816937670928
North,Jaipur,Toys,Action Figure,1,74388,5,70668.6,COD,2024,12,11.16577077355851
West,Surat,Books,Biography,1,50224,0,50224.0,UPI,2024,1,10.824268189683135
South,Thiruvananthapuram,Furniture,Chair,2,22591,10,40663.8,Credit Card,2024,8,10.613118132354428
West,Surat,Books,Biography,1,17220,20,13776.0,Credit Card,2024,1,9.5307558140446
East,Patna,Beauty,Shampoo,3,5668,20,13603.2,COD,2025,6,9.518133847577385
North,Lucknow,Electronics,Headphones,3,54750,15,139612.5,UPI,2024,5,11.846633169505855
East,Guwahati,Clothing,Shoes,2,15743,15,26763.1,Net Banking,2024,7,10.194816716258005
East,Bhubaneswar,Kitchen,Microwave,4,65522,15,222774.8,Credit Card,2024,10,12.313921163541693
East,Bhubaneswar,Groceries,Rice,5,39827,5,189178.25,Credit Card,2024,4,12.150450257281028
West,Pune,Books,Textbook,5,34500,10,155250.0,Net Banking,2025,7,11.952798440998814
South,Hyderabad,Beauty,Foundation,2,42789,15,72741.3,Debit Card,2025,3,11.194678337507689
East,Guwahati,Books,Textbook,5,75669,15,321593.25,Credit Card,2024,11,12.681045936773877
South,Chennai,Home Decor,Wall Art,2,62225,0,124450.0,Debit Card,2025,7,11.73166734311902
North,Amritsar,Electronics,Camera,4,54607,20,174742.4,Credit Card,2025,3,12.071073891142476
South,Chennai,Beauty,Perfume,2,24693,0,49386.0,UPI,2025,4,10.807442510649162
West,Goa,Groceries,Sugar,5,73655,0,368275.0,Net Banking,2023,10,12.816587936041614
South,Bangalore,Books,Biography,3,21308,10,57531.6,Debit Card,2025,1,10.960107022648053
East,Guwahati,Beauty,Shampoo,1,56452,10,50806.8,COD,2023,11,10.835805165087093
North,Amritsar,Home Decor,Vase,3,38281,20,91874.4,Debit Card,2024,8,11.428188590247156
West,Surat,Home Decor,Vase,5,25717,5,122155.75,COD,2025,3,11.713060335085434
North,Delhi,Beauty,Shampoo,2,61600,10,110880.0,COD,2024,9,11.61621283314208
West,Mumbai,Toys,Board Game,1,16590,15,14101.5,Credit Card,2024,5,9.554107365614131
East,Ranchi,Groceries,Oil,4,67483,5,256435.4,Net Banking,2023,10,12.454635959631107
West,Ahmedabad,Home Decor,Clock,3,27065,10,73075.5,UPI,2023,12,11.199262116624743
North,Chandigarh,Groceries,Wheat,4,42660,5,162108.0,UPI,2023,11,11.996024227465677
South,Chennai,Furniture,Sofa,2,37940,5,72086.0,Debit Card,2023,11,11.185629001884354
South,Coimbatore,Kitchen,Juicer,1,36209,10,32588.1,UPI,2024,8,10.391733155617205
East,Guwahati,Electronics,Laptop,3,9523,5,27140.55,COD,2024,8,10.208821043032945
North,Jaipur,Electronics,Mobile,4,25375,20,81200.0,Net Banking,2024,5,11.304682841344873
West,Mumbai,Clothing,Shoes,1,18066,10,16259.4,Net Banking,2025,4,9.696487983045223
South,Hyderabad,Kitchen,Microwave,1,72775,5,69136.25,UPI,2024,1,11.143848938313752
South,Bangalore,Groceries,Oil,3,74936,15,191086.8,UPI,2024,6,12.160488287269462
South,Bangalore,Sports,Cricket Bat,3,51851,20,124442.4,COD,2024,5,11.731606273042695
South,Thiruvananthapuram,Electronics,Camera,4,19186,10,69069.6,COD,2025,2,11.142884448884727
South,Coimbatore,Groceries,Sugar,5,43409,10,195340.5,Credit Card,2024,2,12.182504587890794
North,Lucknow,Beauty,Foundation,2,46622,0,93244.0,Credit Card,2025,3,11.442985716765547
West,Goa,Kitchen,Refrigerator,4,75759,5,287884.2,UPI,2023,11,12.570317068540446
North,Delhi,Kitchen,Refrigerator,5,15012,5,71307.0,Debit Card,2024,9,11.174763802071752
South,Coimbatore,Books,Textbook,2,70609,10,127096.2,Debit Card,2025,9,11.752707427037166
North,Delhi,Books,Fiction,5,56097,5,266460.75,Credit Card,2024,8,12.492985985082518
North,Amritsar,Books,Fiction,1,44617,0,44617.0,Credit Card,2024,5,10.705892644032595
East,Patna,Clothing,Men's Wear,5,23757,5,112845.75,COD,2024,4,11.63378598253988
West,Surat,Home Decor,Wall Art,3,32050,10,86535.0,Net Banking,2025,4,11.368315791310126
East,Kolkata,Home Decor,Cushion,3,79277,10,214047.9,UPI,2024,11,12.273959772573669
East,Bhubaneswar,Toys,Action Figure,4,27950,15,95030.0,COD,2025,6,11.461958433142733
North,Chandigarh,Toys,Action Figure,2,49690,15,84473.0,Debit Card,2024,8,11.344199073690582
North,Chandigarh,Clothing,Shoes,1,35032,10,31528.8,Credit Card,2024,3,10.35868840935375
West,Surat,Toys,RC Car,2,32915,15,55955.5,COD,2023,10,10.93232988214865
South,Coimbatore,Toys,Action Figure,5,34275,10,154237.5,Net Banking,2025,5,11.946255384693348
East,Ranchi,Groceries,Sugar,3,25218,15,64305.9,COD,2024,1,11.071422213955241
South,Hyderabad,Groceries,Sugar,1,50536,5,48009.2,Net Banking,2024,3,10.7791687673151
North,Amritsar,Sports,Yoga Mat,1,2635,0,2635.0,UPI,2025,5,7.877017895622398
West,Goa,Furniture,Chair,4,65025,10,234090.0,Debit Card,2024,1,12.363465207631043
North,Amritsar,Furniture,Sofa,1,75750,10,68175.0,UPI,2025,8,11.129847875739694
West,Ahmedabad,Electronics,Headphones,5,50439,20,201756.0,Credit Card,2024,9,12.214819281936732
West,Surat,Groceries,Wheat,4,705,0,2820.0,Net Banking,2025,1,7.944846711001996
South,Hyderabad,Groceries,Oil,3,30416,20,72998.4,Debit Card,2024,2,11.198206500918669
East,Guwahati,Home Decor,Clock,3,23013,0,69039.0,UPI,2025,5,11.142441325757309
North,Amritsar,Kitchen,Refrigerator,2,57650,15,98005.0,Debit Card,2024,1,11.492783980268362
South,Coimbatore,Clothing,Shoes,4,33939,5,128968.2,UPI,2025,3,11.767328895146255
North,Amritsar,Books,Biography,1,43515,15,36987.75,Credit Card,2025,1,10.518369091338501
North,Chandigarh,Groceries,Wheat,3,22419,20,53805.6,Net Banking,2025,6,10.893151415205645
North,Delhi,Clothing,Women's Wear,3,44615,5,127152.75,Credit Card,2025,5,11.75315226314049
East,Patna,Clothing,Accessories,1,55296,10,49766.4,COD,2023,12,10.815115430182622
West,Pune,Sports,Tennis Racket,3,45903,20,110167.2,Debit Card,2024,1,11.609763567814507
West,Pune,Home Decor,Vase,1,51820,10,46638.0,COD,2024,9,10.750192379971189
West,Goa,Electronics,Headphones,5,29633,10,133348.5,Net Banking,2024,9,11.800728780071822
East,Kolkata,Beauty,Perfume,3,20814,5,59319.9,Credit Card,2024,2,10.990716968085527
West,Goa,Beauty,Foundation,4,26570,20,85024.0,Net Banking,2025,7,11.350700609875396
East,Ranchi,Furniture,Table,4,13148,20,42073.6,COD,2025,4,10.64719951218078
South,Chennai,Kitchen,Juicer,1,21735,10,19561.5,UPI,2024,5,9.881369747282509
South,Thiruvananthapuram,Sports,Yoga Mat,1,13556,10,12200.4,UPI,2025,3,9.409305978235961
South,Thiruvananthapuram,Sports,Yoga Mat,2,5764,10,10375.2,Credit Card,2024,11,9.247270001061093
East,Patna,Sports,Cricket Bat,2,71299,10,128338.2,Debit Card,2024,9,11.76243203784266
West,Mumbai,Toys,Action Figure,4,66754,15,226963.6,Credit Card,2024,5,12.332549337165958
West,Pune,Books,Comics,4,28747,15,97739.8,COD,2024,7,11.49007435577121
North,Amritsar,Sports,Cricket Bat,3,58800,15,149940.0,COD,2024,12,11.917997162369213
West,Goa,Home Decor,Vase,1,36266,0,36266.0,Net Banking,2025,3,10.498663515870101
North,Amritsar,Furniture,Chair,3,59820,10,161514.0,Debit Card,2024,1,11.992353296588803
South,Thiruvananthapuram,Home Decor,Cushion,1,14133,0,14133.0,UPI,2024,1,9.5563385212508
North,Amritsar,Furniture,Chair,2,78956,10,142120.8,COD,2024,4,11.86443971540798
North,Jaipur,Kitchen,Juicer,2,15749,20,25198.4,Net Banking,2025,8,10.134575463692254
West,Goa,Kitchen,Microwave,5,39258,15,166846.5,Credit Card,2024,1,12.024835500549136
East,Ranchi,Books,Fiction,3,74402,10,200885.4,Credit Card,2024,8,12.210494853140759
West,Ahmedabad,Furniture,Chair,1,2029,0,2029.0,Debit Card,2025,3,7.615791072035833
West,Surat,Books,Comics,2,4559,20,7294.4,UPI,2024,7,8.894999291530427
South,Bangalore,Beauty,Face Cream,5,75487,15,320819.75,Debit Card,2024,1,12.67863783492759
North,Amritsar,Toys,Board Game,4,10088,5,38334.4,COD,2025,5,10.5541290302675
East,Patna,Clothing,Accessories,2,1670,20,2672.0,Net Banking,2025,2,7.890956716138919
South,Thiruvananthapuram,Beauty,Lipstick,2,66972,15,113852.4,Net Banking,2024,8,11.64266693490192
North,Delhi,Furniture,Table,4,30883,15,105002.2,Net Banking,2024,7,11.561746104865747
East,Ranchi,Kitchen,Juicer,2,79645,0,159290.0,UPI,2025,6,11.978487997126972
West,Mumbai,Furniture,Sofa,3,63315,0,189945.0,UPI,2025,2,12.154495100220842
West,Surat,Sports,Yoga Mat,3,35118,20,84283.2,Debit Card,2024,6,11.341949700563502
North,Chandigarh,Home Decor,Cushion,3,46911,20,112586.4,Credit Card,2025,5,11.631485087893536
East,Kolkata,Home Decor,Cushion,3,55126,0,165378.0,Credit Card,2024,1,12.015995088577505
West,Ahmedabad,Furniture,Sofa,5,68968,20,275872.0,Debit Card,2024,6,12.527695893872586
East,Patna,Electronics,Laptop,4,6710,10,24156.0,COD,2025,9,10.092329472153317
North,Lucknow,Groceries,Oil,2,21546,20,34473.6,COD,2024,4,10.447978099983604
East,Patna,Electronics,Mobile,3,9319,0,27957.0,Debit Card,2024,6,10.238458663031073
South,Chennai,Home Decor,Clock,1,8559,15,7275.15,Credit Card,2025,6,8.892357155148437
South,Bangalore,Groceries,Wheat,2,15624,10,28123.2,COD,2025,4,10.244385694657726
North,Chandigarh,Home Decor,Clock,5,68788,20,275152.0,Debit Card,2025,3,12.525082585572205
South,Bangalore,Home Decor,Lamp,1,79827,0,79827.0,Debit Card,2024,9,11.287629599087875
South,Hyderabad,Kitchen,Microwave,2,18022,15,30637.4,COD,2024,6,10.330009403169903
West,Goa,Home Decor,Vase,3,19990,10,53973.0,UPI,2023,10,10.896257728115502
East,Patna,Electronics,Laptop,3,25326,10,68380.2,Credit Card,2023,10,11.132853212030243
North,Amritsar,Clothing,Women's Wear,1,69568,20,55654.4,Net Banking,2024,5,10.926934387036527
East,Patna,Clothing,Men's Wear,1,64296,15,54651.6,COD,2023,11,10.908752067953337
East,Guwahati,Groceries,Sugar,5,27717,15,117797.25,Net Banking,2024,11,11.676728694401671
North,Amritsar,Beauty,Shampoo,2,67957,15,115526.9,UPI,2024,5,11.657267338215
North,Amritsar,Furniture,Chair,3,27553,10,74393.1,Debit Card,2024,2,11.217131916601417
North,Chandigarh,Kitchen,Mixer Grinder,2,60114,15,102193.8,UPI,2025,4,11.534636074831056
South,Chennai,Books,Biography,1,77299,15,65704.15,Debit Card,2024,10,11.092932588006416
South,Hyderabad,Furniture,Bed,1,20073,10,18065.7,COD,2024,3,9.801825743776376
South,Chennai,Electronics,Mobile,4,2209,20,7068.8,COD,2024,9,8.86358746994735
East,Patna,Clothing,Kids Wear,4,64679,5,245780.2,Net Banking,2024,10,12.412196988241837
